Title,Schedule,Description,Location,Phone,Email,Website
Brooklands Childcare - Bryn,Open Monday to Friday 7:30 am until 6:00pm,Brooklands at Bryn have been providing rich and exciting learning opportunities for babies and young children since 1999. Brooklands Bryn provides the highest standard of care and education for children aged from 6 weeks to 4 years of age. Brooklands at Bryn is a beautiful…,"Rose Hill, Wigan Road, Ashton-in-Makerfield, Wigan, Lancashire, WN4 0BS, 01942 760066",N/A,N/A,N/A
Brooklands Childcare - Hindley First Avenue,N/A,"Care and Education is provided by highly qualified staff who have a genuine enthusiasm for caring for young children. We offer stimulating, fun and purposeful activities and resources to children at the setting. Children are observed and assessed to ensure individual needs are met and…","14, First Avenue, Hindley, WIGAN, Greater Manchester, WN2 3EB, 01942 760055",N/A,N/A,N/A
Brooklands Childcare - Hindley Market Street,N/A,We appreciate that choosing suitable childcare for your son or daughter can be difficult and quite an anxious time for you as parents/guardians. We hope that the relaxed and friendly atmosphere here at Hindley Brooklands Childcare will help make yours and your child’s experience at…,"137B, Market Street, Hindley, WIGAN, Lanacshire, WN2 3AA, 01942 760044",N/A,N/A,N/A
Brooklands Childcare - Leigh,N/A,"At Brooklands Childcare Leigh, we understand it can be a daunting, but also the most important, decision choosing the best setting for you and your child. Here at Leigh our staff are dedicated to provide a safe, friendly and warm environment that your child can…","The Foundation Centre, Walmesley Road, Leigh, Wigan, WN7 1XL, 01942 675909",N/A,N/A,N/A
Busy Bees Day Nursery At Wigan - Scholes,N/A,"Busy Bees Scholes is located close to the town centre with a large car park for parents. We have four bright, inviting rooms with two spacious gardens where children can investigate and explore to help them to develop and grow. We also have a separate…","Windmill Close, Scholes, Wigan, WN1 3QS, 01942 239939, 07794 383146",N/A,N/A,N/A
Busy Bees Wigan - Marylebone,N/A,"We are situated near to Wigan and Leigh college and are served by a regular circular bus service. We have a team of experienced, long-serving staff, qualified between level 2 and level 6. We have a spacious outdoor area with safety surface, a large variety…","35-37, Walkden Avenue, Swinley, WIGAN, WN1 2JJ, 01942 821898",N/A,N/A,N/A
Canal House Day Nursery,N/A,With a dedicated experienced staff team we offer the children a great outdoor environment with aspects of Forest School and outdoor learning sessions. All of our childcare practitioners are certified in early childhood education. We understand the importance of getting a jump-start on education at…,"Douglas Bank Lock House, Ball Street, Beech Hill, Wigan, Greater Manchester, WN6 7TE, 01942 237378, 07742579657",N/A,N/A,N/A
Daisy Daycare,N/A,"We believe in learning through play, by providing stimulating and inviting play experiences. We encourage playing through exploration to enable our children to become active learners and give them opportunities to create and think critically. We were recently inspected by Ofsted in April 2022 and were elated to have received…","106, Castle Hill Road, Hindley, Wigan, WN2 4BH, 01942 804717",N/A,N/A,N/A
The Ducklings Day Nursery,N/A,The Ducklings Day Nursery has achieved 'Outstanding' status from Ofsted and constantly strives to provide excellent standards of education and invaluable early experiences for its young members. The nursery seeks to enhance the quality and consistency of learning in the early year’s sector. It sets high…,"115, Warrington Road, Leigh, WN7 3XF, 01942 673297",N/A,N/A,N/A
Fairfield Private Day Nursery,N/A,Fairfield Nursery is set in a beautiful period building close to Leigh town centre. Babies and younger children under 2 are cared for in our separate Baby Cottage within the grounds. We have 3 outdoor play areas with safety play surfaces combined with natural lawn…,"72, St. Helens Road, Pennington, Leigh, Lancashire, WN7 4HW, 01942 684 251, 01942 675 424",N/A,N/A,N/A
First Steps at Cansfield Day Nursery and Pre-school,N/A,"First Steps at Cansfield has been in operation since 1994 and most of the staff that work here have enjoyed many years of continued service. Our Manager has over 25 years service history here, and between our 12 nursery staff there is a combined continued…","Old Road, Ashton-in-Makerfield, Wigan, Lancashire, WN4 9TP, 01942 711964",N/A,N/A,N/A
First Steps Nursery - Lowton,N/A,"First Steps Nursery opened in 2002 and is situated in purpose-built premises in the Lowton area of Warrington, Cheshire. The nursery is open Monday to Friday, 7:15am–6:30pm. The nursery has been thoughtfully designed to provide full day care for babies and young children, offering safe and…","Robson Way, Lowton, Warrington, Cheshire, WA3 2RD, 01942 678803",N/A,N/A,N/A
First Steps Private Day Nursery (Pennington),N/A,"First Steps Nursery, Pennington opened in 1997 and is situated in the Pennington area of Leigh. The nursery is open Monday–Friday from 7:30am–6:00pm. The nursery has been thoughtfully designed to provide full day care for babies and young children, offering safe and secure enclosed indoor and outdoor…","Kirkham Road, Pennington, Leigh, WN7 3UQ, 01942 679509",N/A,N/A,N/A
Happy Hours Day Nursery,N/A,"Happy Days Day Nursery Ltd is a caring, family run nursery first established in January 1994. It is run by a team of experienced qualified practitioners, all of whom hold a minimum of level 3 Childcare qualification. Senior management are qualified to level 5 and…","Downall Green Road, Bryn, WIGAN, Lancashire, WN4 0DL, 01942 766400",N/A,N/A,N/A
Heron Day Nursery,N/A,Heron Day Nursery offers a caring and safe setting for children with a high level of teaching in a playful environment. Our staff work to ensure each child’s needs are met in partnership with parents to support their wishes. We provide care for children from…,"Brick Kiln Lane, Wigan, Lancashire, WN1 1XH, 01942202198",N/A,N/A,N/A
Hilton Street Childcare,N/A,"We provide places for children in nursery aged 8 weeks old to 5 years old. Children are cared for in three separate playrooms: Giraffes 0-2, Hedgehogs 2-3 and Monkeys 3-5. The environments are tailored to each age and promote children's learning through play, following the…","YMCA Building, Hilton Street, Ashton-in-Makerfield, WIGAN, WN4 8PD, 01942 274684",N/A,N/A,N/A
Hindsford Day Nursery,N/A,"We are a community nursery and a registered charity; we are run by a board of trustees who are teachers from 2 local primary schools. We are able to offer low cost, quality childcare for children aged from 9 months to 4 years 11 months. …","Lodge Road, Atherton, MANCHESTER, Lancashire, M46 9BL, 01942 895313",N/A,N/A,N/A
Holly Tree Children's Nursery Ltd,N/A,Our Staff team would like to introduce you to Holly Tree Private Day Nursery. Our aim is to offer professional and quality childcare within a safe & stimulating environment for children aged 0-11 years. We feel therefore that it is very important that you are…,"9, Tracks Lane, Billinge, Wigan, Lancashire, WN5 7BL, 01695 625780",N/A,N/A,N/A
Holly Tree Pre-School and Trackers,N/A,Designed for children aged between 3 and 5 years of age with a ratio of 1 adult to 8 children. The new pre-school is set up to cater for all seven areas of learning and development outlines in the Early Years Foundation stage (EYFS) Framework.…,"St James Road, Billinge, Wigan, Lancashire, WN5 7AA, 01695 280237 / 01695 625780",N/A,N/A,N/A
Honey Bear Day Care,N/A,"Honey Bear Day Care is an established Day Nursery that has been based in the heart of Westleigh for over 20 years. We operate a baby room, nursery room, pre-school and a before and after school club. Alongside this we have introduced our holiday club to…","14, Nel Pan Lane, Westleigh, LEIGH, Lancashire, WN7 5JS, 01942 672258, 07452 955500",N/A,N/A,N/A
Jack in the Box Day Nursery (Wigan) Ltd,N/A,"All nappies are included in the price. All meals and snacks are also provided for children under 2. Children age 2 and over will need to provide a packed lunch, however, breakfast, snacks and tea will be provided, this is reflected in the price once…","81, Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 707195",N/A,N/A,N/A
Jumping Jacks Private Day Nursery,N/A,"We have been open since 1998. All of our are staff are qualified from Level 2 to Level 6. We are a purpose-built nursery designed to give children the best possible start preparing them for school and future life. We provide a homely, safe environment…","34, Ullswater Road, Golborne, WARRINGTON, WA3 3EY, 01942 513345",N/A,N/A,N/A
Kids Planet Day Nurseries Limited Leigh,N/A,"Kids Planet Leigh provides a stimulating, imaginative and loving environment for children from 0-4 year olds. The setting was established in 2021 and transformed from a sunbed shop into the wonderful nursery that it is today! At Kids Planet, we believe in a healthy approach…","126, Wigan Road, Leigh, WN7 5DR, 01942 606222",N/A,N/A,N/A
Kids Planet Worsley,N/A,"Kids Planet Worsley is a purpose-built nursery located on City Road and opened in 2019. The nursery benefits from large, spacious rooms and direct access to secure outdoor areas, with a separate roof-top garden. At Kids Planet, we believe in a healthy approach to bodies…","20a, City Road, Worsley, Manchester, M28 1BD, 0161 7033 777",N/A,N/A,N/A
Langtree Hall Children's Nursery,N/A,"Langtree Hall Nursery provides a safe and secure environment, promoting happy and contented children, and in our experience this promotes the knowledge and skills that children need to carry them through school. We are set in our own attractive grounds with ample car parking. Offering…","Langtree Lane, Standish, Wigan, WN6 0QQ, 01257 472586",N/A,N/A,N/A
Lil Bill's Playgroup Ltd,N/A,N/A,"Bramble House, Wigan, Lancs, WN5 9QH",N/A,N/A,N/A
Little Acorns Day Nursery,N/A,"We are conveniently located in Wigan town centre, close to all transport links. We provide childcare from 6 weeks to 11 years and have a breakfast, after-school and holiday club servicing the local primary schools. Enclosed in our grounds we have a large, secure, soft…","Courtyard House, Dicconson Terrace, Wigan, Lancashire, WN1 2AA, 01942 732821",N/A,N/A,N/A
Little Acorns Day Nursery - Springfield,N/A,"Welcome to Little Acorns Day Nursery Springfield. We are a family run day nursery and after-school facility, 2nd in the family from Little Acorns Day Nursery Wigan. Our nursery group was established in July 2013. Little Acorns Day Nursery Springfield was born in April 2019.…","Throstlenest Avenue, Springfield, Wigan, WN6 7AS, 01942 565029",N/A,N/A,N/A
Little Acorns Hindley Green,N/A,Little Acorns is situated on the border of Hindley Green and Bickershaw in a semi-rural area which is located and linked to various primary schools and children’s centres within the local area. The nursery is positioned set back off a main road and has car park…,"74, Smiths Lane, Hindley Green, WIGAN, WN2 4XR, 01942 259 870",N/A,N/A,N/A
Little Angels Day Nursery,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of our staff are highly experienced and have worked in the…","Talbot Street, Golborne, Warrington, WA3 3NN, 01942 777616",N/A,N/A,N/A
Little Angels St Thomas',N/A,"This childcare service has not yet provided details for their listing. For more information, please contact fsd@wigan.gov.uk","Church Street, Golborne, Warrington, WA3 3TH",N/A,N/A,N/A
Little Angels Under 3s Unit,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of of staff are highly experienced and have worked in the…","Silcock Street, Golborne, WARRINGTON, WA3 3DG, 01942 722878",N/A,N/A,N/A
Little Bears Standish Ltd,N/A,This childcare provider has not yet provided any details for Our Town Directory.,"234, Almond Brook Road, Standish, Wigan, Lancashire, WN6 0SS",N/A,N/A,N/A
Little Foxes (Wigan) Ltd,N/A,"At Little Foxes, our nursery fosters intellectual and emotional development in a learning environment that’s both fun and secure. All our staff are fully qualified and have excellent experience in caring for children. We have an onsite chef who caters for all individual needs. Situated…","Billinge Road, Pemberton, Wigan, Lancashire, WN3 6BL, 01942 227972",N/A,N/A,N/A
"Little Giggles Private Day Nursery & Preschool - Ince, Wigan",N/A,"Our nursery is located in what was once Ince Town Hall on Ince Green Lane, Ince, Wigan. We have an impressive 10,000 square feet of bright, spacious and fully refurbished nursery and school-club space. The nursery is located on Ince Green Lane a few minutes’…","Formerly Ince Town Hall, Ince Green Lane, Ince, Wigan, WN3 4RJ, 01942 821 960",N/A,N/A,N/A
Little Giggles Private Day Nursery & Preschool - Leigh,N/A,Our Leigh nursery is the sixth Nursery in our chain of settings which we have developed with your child’s education and comfort at the very forefront of our vision to create the most outstanding nursery in Leigh. Little Giggles is a vibrant and happy setting.…,"Former Grasmere Surgery, Grasmere Street, Leigh, Wigan, WN7 1XB, 01942 601208",N/A,N/A,N/A
Little Jigsaw's Children's Day Nursery,N/A,"Little Jigsaw's Children's Day Nursery is part of the Jigsaw's Childcare Company. Little Jigsaw’s is an Ofsted registered setting. The nursery opens from 7:00am until 6:00pm and is ideally situated within close proximity of Wigan town centre, close to the motorway network and on a…","736, Ormskirk Road, Pemberton, Wigan, WN5 8BB, 01942 221403",N/A,N/A,N/A
Little Owls Day Nursery,N/A,"At Little Owls, our passionate and experienced team provide engaging and exciting learning opportunities in an environment that is safe, secure and sparks curiosity. We place a strong emphasis on the desire to help all children reach their full potential enabling them to progress through life…","Bradley Lane, Standish, WIGAN, Lancashire, WN6 0XQ, 01257 423606",N/A,N/A,N/A
Little People Day Nursery,N/A,All of our staff are very well qualified and we constantly strive to better ourselves. We have been established since the year 2000. We are proud to say the majority of our families come to us through recommendation from someone else and families return to…,"Total Fitness Gym, Warrington Road, Goose Green, Wigan, Lancashire, WN3 6XD, 01942 244050",N/A,N/A,N/A
Little People Day Nursery Aspull,N/A,"As well as the excellent care, learning and development offered in our nursery, we also offer extra activities such as Football, dance, swimming, yoga and sports.  We also enjoy watching our living eggs become chicks. We have 'Tapestry journals', this is a quick way for…","Holly Road, Aspull, WIGAN, WN2 1RY, 01942 832662",N/A,N/A,N/A
Little Rainbows 2 Nursery,N/A,"Little Rainbows’ 2 Nursery, rated ‘Good’ by Ofsted, has been established since 2014. Offering a safe and secure environment for children aged 6 weeks to 5 years. Our highly qualified and motivated team strive to provide a high standard of care and early years educational…","30, East Bond Street, Leigh, Wigan, Lancashire, WN7 1BP, 01942 661233",N/A,N/A,N/A
Little Rainbows Day Nursery,N/A,"Little Rainbows’ Day Nursery is part of the St Bede's Childcare family and has achieved “Outstanding” status with Ofsted for the third consecutive time since opening in 2011. This was awarded most recently in November 2019. We have also recently been awarded Millie's Mark, an…","7, Guest Street, Leigh, Lancashire, WN7 2RP, 01942 661235",N/A,N/A,N/A
Little Sticks Forest School,N/A,"We are a fully outdoor Forest School. We cater for children aged 24 months and upwards. Little Sticks is located on the grounds of Aspull Rugby Club close to both Wigan, Bolton and surrounding areas.  We venture outside in all weathers and have a fully…","On the grounds of Aspull Rugby Club, Woods Road, Aspull, Wigan, WN2 1PJ, 07817 140080",N/A,N/A,N/A
Little Sticks Forest School - Greenslate Community Farm,N/A,We are a fully outdoor Forest School. We cater for children aged 24 months and upwards. Little Sticks is located on the grounds of Greenslate Community Farm. We fully embrace the Forest School ethos which to us means that play is at the heart of our…,"On the grounds of Greenslate Community Farm, Greenslate Rd, Billinge, Orrell, WN5 7BG, 07562 944858",N/A,N/A,N/A
Mere House Day Nursery Ltd,N/A,"We have space for 60 children aged 0-5 years. We have a specially designed building to allow all our children’s needs to be met with a lovely outside area for exploring and learning. This includes an allotment where we grow vegetables and herbs, and a…","Roman Road, Ashton-in-makerfield, Wigan, WN4 8DF, 01942 717694",N/A,N/A,N/A
Next Generation Nursery & Schoolies Club Ltd,N/A,"Providing quality childcare since 1994 Next Generation nursery was created with the intent to provide individual quality care and education for each child in a safe, stimulating, homely and happy environment. In early years, we recognise the importance of the role we play in skilfully…","118, Wigan Lower Road, Standish Lower Ground, WIGAN, WN6 8JP, 01942 826 899",N/A,N/A,N/A
NURSERYANDM.E LTD,Sessional term time,Please contact the Family Information Service Administrator at fsd@wigan.gov.uk with the childminders name and we will attempt to put you in touch with them.,"25, Heath Road, Ashton In Makerfield, Wigan, Lancashire, WN4 9HH, 01942 273043, 07979626241",N/A,N/A,N/A
Parsons Walk Nursery,N/A,We are a small friendly nursery with experienced staff close to Wigan Town Centre. Staff have a range of relevant qualifications from level 2 to level 6. At our last Ofsted inspection we were graded Good. We take children on age appropriate educational trips and…,"33, Parsons Walk, Wigan, LANCASHIRE, WN1 1RU, 01942 237842",N/A,N/A,N/A
Partou Best Friends Day Nursery & Pre-School,N/A,,"Unit 12, Parr Bridge Retail Park, Mosley Common Road, Tyldesley, Manchester, M29 8RZ, 0161 703 7132",N/A,N/A,N/A
Partou Footprints Day Nursery & Pre-School,N/A,"Footprint’s day nursery is a fun, safe, vibrant environment, thriving to excel in all areas of development. Based in the centre of Atherton, Footprints is located in an old Victorian school building which has served the community for generations, it is the perfect setting to…","Alderfold Street, Atherton, MANCHESTER, M46 9DS, 01942 876546",N/A,N/A,N/A
Partou Little Acorns Day Nursery & Pre-School,N/A,"Little Acorns Private Day Nursery provides exceptionally high-quality childcare for children from 6 weeks to five-years-old. The nursery is set in a lovely Victorian property, we have a homely feeling. We have been caring for children in Atherton since 1987, we are located on Bolton…","279, Bolton Road, Atherton, Manchester, Lancashire, M46 9HG, 01942 896102",N/A,N/A,N/A
Partou Storytimes Day Nursery & Pre-School,N/A,"Small friendly Day Nursery catering well for each individual child’s needs. All staff qualified to Level 3 or above. Large garden area with canopy to ease access to outdoors at all times. Small mini bus to transport children to and from library, swimming etc. Dedicated…","68, Leigh Road, Atherton, MANCHESTER, M46 0PA, 01942 889720",N/A,N/A,N/A
Partou The Village Day Nursery & Pre-School,N/A,"Located in the heart of Crooke Village and within easy reach of Gathurst and Shevington, Partou The Village Day Nursery & Pre-School provides high quality, flexible childcare for children aged 0-5 years. Within the nursery, all our children are special. Our mission is to provide the…","Crooke Road, Standish Lower Ground, Wigan, Lancashire, WN6 8LR, 01942 323 444",N/A,N/A,N/A
The Playhouse Day Nursery,N/A,"The Playhouse Day Nursery is a small home from home nursery setting in the Pemberton area of Wigan. We are open throughout the year apart from bank holidays, 2 weeks at Christmas, 1 week at Easter and 2 weeks in August. Graduate-led management team and…","695-697, Ormskirk Road, Pemberton, Wigan, WN5 8AQ, 01942 665656",N/A,N/A,N/A
PlayPals Nursery 0-3,N/A,"We opened in September 2018 as a full day care setting, providing care 51 weeks of the year. Our friendly and nurturing staff will meet all of your child's needs as they start their educational journey with us. We use 'Famly' as our main communication tool…","675, Atherton Road, Hindley Green, Wigan, WN2 4SD, 01942 294350",N/A,N/A,N/A
Redwood House Children's Nursery Ltd,N/A,"Set in over half an acre of grounds, Redwood’s two converted Victorian houses are situated just off Junction 26 of the M6 motorway at the Orrell interchange. We can offer you and your family a traditional approach to childcare and learning across all of the…","Orrell, Wigan, WN5, 01942 620610",N/A,N/A,N/A
St Cuthbert's Early Years Centre,N/A,"Our Baby Room caters for 6 children aged 0-2 years, Toddler Room caters for 15 children aged 2-3 years and the Pre-school Room caters for 48 children aged 3-4 years. At St Cuthbert’s Early Years Centre, we provide a home-from-home, caring and stimulating environment. All practitioners are…","Thorburn Road, Pemberton, WIGAN, Lancashire, WN5 9LW, 01942 222 721, 01942 776 628",N/A,N/A,N/A
Standish Under 5's Limited,N/A,"Our Aims, Objectives and Guarantees To You: Aims of the Nursery To provide a friendly, family-oriented, nurturing and supportive environment in which all pupils are known as individuals and are equally valued and supported regardless of race, religion, gender or disability. Standish under 5's aims…","Kenyon Road, Standish, Wigan, Lancashire, WN6 0NX, 01257 478739",N/A,N/A,N/A
Sunbeams Day Nursery,N/A,"Sunbeams Atherton is situated close to Atherton's town centre with great public transport and motorway links. We have recently had a full internal and external refurbishment, to create a warm, friendly, safe and welcoming learning environment for our children to have the best possible start in…","23, Manor House, Bolton Old Road, Atherton, MANCHESTER, M46 9DF, 0800 307 0155",N/A,N/A,N/A
Top Chapel Day Nursery Ltd,N/A,"We are a family-run setting located in the heart of Tyldesley with easy access from the V2 bus route with available parking behind the back of the building (local car parks) as well as a bicycle station. At Top Chapel Day Nursery, our team shares…","Top chapel, 154 Elliott Street, Tyldesley, Manchester, Lancashire, M29 8FL, 01942634009",N/A,N/A,N/A
Twist Lane Nursery,N/A,"Established in 1994, we are a small nursery registered for 33 children. We provide a warm, caring, friendly environment with 2 large outdoor play areas. A dedicated team of experienced qualified staff provide individual care for their own key groups of children. All snacks and…","21, Twist Lane, Leigh, Lancashire, WN7 4BZ, 01942 604414",N/A,N/A,N/A
The Wendy House Nursery Ltd,N/A,"We are a family run business offering affordable and flexible childcare to local families, with a strong focus on teaching and learning. During our most recent Ofsted visit in July 2021, we were graded 'Good' in all areas. We have a good team consisting of experienced…","Riveredge, Wigan, Lancashire, WN3 5AB, 01942 237212, 07735 541274",N/A,N/A,N/A
Woodland Adventure Nursery,N/A,We are Astley's newest childcare centre and only Woodland Adventure Nursery. Our unique mix of engaging play and outdoor activities have been designed to develop and nurture.,"Dam House, Astley Hall Drive, Tyldesley, Manchester, M29 7TX",N/A,N/A,N/A
Woodland Adventure Nursery Golborne,N/A,"This childcare provider has not yet shared information for their setting. To contact them, please email Wigan Family Information Service on fsd@wigan.gov.uk quoting their name, and we will attempt to put you in contact.","Mono Lodge, Bridge Street, Golborne, WA3 3QA, 01942 721522",N/A,N/A,N/A
Young Person's Centre @ Westfield Community School,N/A,We provide childcare (51 weeks a year) for children aged 2 years to 11 years.  Toddler room is open Tuesday to Friday from 8:20am till 3:50pm.  Butterfly room is open Monday to Thursday from 8:20am till 3:50pm. Integrated pre-school (maintained and voluntary) open Monday to Friday from 7:30am…,"Montrose Avenue, Pemberton, Wigan, WN5 9XN, 01942 776015",N/A,N/A,N/A
